Rank,Time,Athlete,Year,Event,Gender
526,59.33,Girma,2023,1500m,Female
527,59.34,Welteji,2023,1500m,Female
545,59.42,Courtney-Bryant,2023,1500m,Female
562,59.49,Haylom,2023,1500m,Female
573,59.54,Hull,2023,1500m,Female
578,59.57,Courtney-Bryant,2023,1500m,Female
589,59.61,Hiltz,2023,1500m,Female
589,59.61,Caldwell,2023,1500m,Female
597,59.65,Snowden,2023,1500m,Female
608,59.68,Healy,2023,1500m,Female
637,59.77,Chepchirchir,2023,1500m,Female
640,59.79,Caldwell,2023,1500m,Female
698,59.99,MacKay,2023,1500m,Female
705,0.04,Snowden,2023,1500m,Female
732,0.13,Guerrero,2023,1500m,Female
744,0.18,Chepchirchir,2023,1500m,Female
775,0.29,Hailu,2023,1500m,Female
788,0.33,Hull,2023,1500m,Female
814,0.41,Hall,2023,1500m,Female
833,0.45,Courtney-Bryant,2023,1500m,Female
835,0.46,Berhe,2023,1500m,Female
858,0.53,Pérez,2023,1500m,Female
890,0.61,Ann McGee,2023,1500m,Female
951,0.77,Andrews,2023,1500m,Female
951,0.77,Johnson,2023,1500m,Female
972,0.84,Hiltz,2023,1500m,Female
972,0.84,Mesele,2023,1500m,Female
981,0.86,Berhe,2023,1500m,Female
987,0.87,Chepchirchir,2023,1500m,Female
994,0.9,Hull,2023,1500m,Female
1010,0.95,Mageean,2023,1500m,Female
1022,0.98,Embaye,2023,1500m,Female
1063,1.09,Johnson,2023,1500m,Female
1075,1.12,Haylom,2023,1500m,Female
1080,1.15,Caldwell,2023,1500m,Female
1080,1.15,Snowden,2023,1500m,Female
1127,1.24,Sabbatini,2023,1500m,Female
1129,1.25,Chebet,2023,1500m,Female
1140,1.28,Ann McGee,2023,1500m,Female
1152,1.3,Chebet,2023,1500m,Female
1167,1.34,Caldwell,2023,1500m,Female
1184,1.39,Andrews,2023,1500m,Female
1188,1.4,Reekie,2023,1500m,Female
1201,1.41,Pérez,2023,1500m,Female
1209,1.42,Hiltz,2023,1500m,Female
1227,1.45,Ann McGee,2023,1500m,Female
1227,1.45,Hall,2023,1500m,Female
1241,1.48,Healy,2023,1500m,Female
1259,1.51,Haylom,2023,1500m,Female
1287,1.6,Ann McGee,2023,1500m,Female
1321,1.66,Vissa,2023,1500m,Female
1321,1.66,Jones,2023,1500m,Female
1367,1.75,Healy,2023,1500m,Female
1383,1.79,Chemusto,2023,1500m,Female
1383,1.79,Embaye,2023,1500m,Female
1401,1.81,Mesele,2023,1500m,Female
1418,1.84,Cavalli,2023,1500m,Female
1423,1.85,Chebet,2023,1500m,Female
1431,1.86,Haylom,2023,1500m,Female
1463,1.96,Nanyondo,2023,1500m,Female
1475,1.98,Vissa,2023,1500m,Female
1475,1.98,Chemusto,2023,1500m,Female
1488,2.0,Chemusto,2023,1500m,Female
1488,2.0,Jebitok,2023,1500m,Female
1501,2.03,Stafford,2023,1500m,Female
1525,2.09,Jemutai,2023,1500m,Female
1525,2.09,Meshesha,2023,1500m,Female
1565,2.14,Chepchirchir,2023,1500m,Female
1567,2.15,O'Sullivan,2023,1500m,Female
1584,2.2,Ejore-Sanders,2023,1500m,Female
1615,2.25,Meshesha,2023,1500m,Female
1628,2.27,Guerrero,2023,1500m,Female
1646,2.3,Berhe,2023,1500m,Female
1654,2.31,Hailu,2023,1500m,Female
1659,2.32,Trost,2023,1500m,Female
1659,2.32,Ann McGee,2023,1500m,Female
1672,2.34,Hall,2023,1500m,Female
1680,2.35,Pérez,2023,1500m,Female
1723,2.43,Hall,2023,1500m,Female
1739,2.46,Haylom,2023,1500m,Female
1770,2.53,Mesele,2023,1500m,Female
1770,2.53,McDonald,2023,1500m,Female
1810,2.61,Tracey,2023,1500m,Female
1813,2.62,Kipyegon,2023,1500m,Female
1818,2.63,Embaye,2023,1500m,Female
1868,2.7,Mageean,2023,1500m,Female
1876,2.71,Ann McGee,2023,1500m,Female
1883,2.72,Welteji,2023,1500m,Female
1925,2.79,Welteji,2023,1500m,Female
1925,2.79,Courtney-Bryant,2023,1500m,Female
1944,2.81,Courtney-Bryant,2023,1500m,Female
1957,2.83,Jones,2023,1500m,Female
1957,2.83,Cavalli,2023,1500m,Female
1984,2.88,Guerrero,2023,1500m,Female
2009,2.92,Hassan,2023,1500m,Female
2031,2.96,Pérez,2023,1500m,Female
2056,3.0,Chebet,2023,1500m,Female
2056,3.0,Healy,2023,1500m,Female
2066,3.01,Meshesha,2023,1500m,Female
2080,3.03,McDonald,2023,1500m,Female
2088,3.04,Cavalli,2023,1500m,Female
2088,3.04,Sabbatini,2023,1500m,Female
2103,3.06,Galván,2023,1500m,Female
2110,3.07,Guerrero,2023,1500m,Female
2119,3.08,Chepchirchir,2023,1500m,Female
2119,3.08,Hiltz,2023,1500m,Female
2131,3.09,Ann McGee,2023,1500m,Female
2131,3.09,Mageean,2023,1500m,Female
2140,3.1,Hiltz,2023,1500m,Female
2165,3.14,Courtney-Bryant,2023,1500m,Female
2221,3.21,Johnson,2023,1500m,Female
2225,3.22,Wiley,2023,1500m,Female
2246,3.26,Guillemot,2023,1500m,Female
2254,3.27,Sasinek Mäki,2023,1500m,Female
2254,3.27,Girma,2023,1500m,Female
2280,3.31,Courtney-Bryant,2023,1500m,Female
2296,3.33,McDonald,2023,1500m,Female
2304,3.34,Battocletti,2023,1500m,Female
2334,3.38,Nanyondo,2023,1500m,Female
2349,3.4,Embaye,2023,1500m,Female
2376,3.44,Mu-Nikolayev,2023,1500m,Female
2389,3.46,Mageean,2023,1500m,Female
2405,3.48,McGee,2023,1500m,Female
2405,3.48,Schlachtenhaufen,2023,1500m,Female
2411,3.49,Johnson,2023,1500m,Female
2417,3.5,Muir,2023,1500m,Female
2447,3.53,Stafford,2023,1500m,Female
2475,3.56,Hall,2023,1500m,Female
2482,3.57,Healy,2023,1500m,Female
2535,3.64,DeBues-Stafford,2023,1500m,Female
2549,3.66,Hall,2023,1500m,Female
2558,3.68,Ennaoui,2023,1500m,Female
2573,3.7,Berhe,2023,1500m,Female
2642,3.76,Hiltz,2023,1500m,Female
2659,3.78,Marqués,2023,1500m,Female
2668,3.79,Andrews,2023,1500m,Female
2680,3.8,Mihaela Bobocea,2023,1500m,Female
2685,3.81,Courtney-Bryant,2023,1500m,Female
2685,3.81,Guerrero,2023,1500m,Female
2701,3.83,Muir,2023,1500m,Female
2701,3.83,Hall,2023,1500m,Female
2712,3.84,Sabbatini,2023,1500m,Female
2712,3.84,Walcott-Nolan,2023,1500m,Female
2722,3.85,Healy,2023,1500m,Female
2742,3.88,Sabbatini,2023,1500m,Female
2748,3.89,Schlachtenhaufen,2023,1500m,Female
2765,3.91,Cleyet-Merle,2023,1500m,Female
2797,3.95,Baker,2023,1500m,Female
2807,3.96,Hall,2023,1500m,Female
2862,4.03,Nanyondo,2023,1500m,Female
2901,4.09,Jebitok,2023,1500m,Female
2910,4.1,Jebitok,2023,1500m,Female
2910,4.1,Vissa,2023,1500m,Female
2922,4.11,Baker,2023,1500m,Female
2922,4.11,Mageean,2023,1500m,Female
2922,4.11,Galant,2023,1500m,Female
2922,4.11,Vissa,2023,1500m,Female
2961,4.16,Caldwell,2023,1500m,Female
2998,4.19,Hull,2023,1500m,Female
2998,4.19,Wubrist,2023,1500m,Female
3059,4.25,Wiley,2023,1500m,Female
3081,4.27,Meshesha,2023,1500m,Female
3138,4.33,Guerrero,2023,1500m,Female
3151,4.35,Schweizer USA,2023,1500m,Female
3163,4.36,Healy,2023,1500m,Female
3163,4.36,Tanaka,2023,1500m,Female
3204,4.4,Sasinek Mäki,2023,1500m,Female
3347,4.56,Chepchirchir,2023,1500m,Female
3358,4.57,Jebitok,2023,1500m,Female
3367,4.58,Pérez,2023,1500m,Female
3421,4.64,Andrews,2023,1500m,Female
3433,4.65,Tracey,2023,1500m,Female
3466,4.68,Caldwell,2023,1500m,Female
3471,4.69,Chepkirui,2023,1500m,Female
3516,4.74,Embaye,2023,1500m,Female
3538,4.76,Del Buono,2023,1500m,Female
3606,4.82,Cavalli,2023,1500m,Female
3737,4.94,Walcott-Nolan,2023,1500m,Female
3754,4.96,Guillemot,2023,1500m,Female
3793,4.99,Schlachtenhaufen,2023,1500m,Female
3793,4.99,Camp-Bennett,2023,1500m,Female
2,49.04,Kipyegon,2024,1500m,Female
5,50.3,Tsegay,2024,1500m,Female
10,50.83,Hull,2024,1500m,Female
13,51.29,Kipyegon,2024,1500m,Female
20,52.56,Hull,2024,1500m,Female
22,52.61,Hunter Bell,2024,1500m,Female
24,52.75,Welteji,2024,1500m,Female
25,52.89,Kipyegon,2024,1500m,Female
28,53.22,Haylom,2024,1500m,Female
30,53.37,Muir,2024,1500m,Female
33,53.75,Welteji,2024,1500m,Female
34,53.79,Muir,2024,1500m,Female
40,53.98,Kipyegon,2024,1500m,Female
44,54.16,Hailu,2024,1500m,Female
53,54.75,Kipyegon,2024,1500m,Female
56,54.79,Haylom,2024,1500m,Female
61,54.98,Hull,2024,1500m,Female
67,55.1,Welteji,2024,1500m,Female
73,55.25,Welteji,2024,1500m,Female
78,55.33,Hiltz,2024,1500m,Female
83,55.4,Hull,2024,1500m,Female
86,55.48,Hailu,2024,1500m,Female
98,55.9,MacKay,2024,1500m,Female
102,55.97,Hull,2024,1500m,Female
103,55.99,St. Pierre,2024,1500m,Female
104,56.0,St. Pierre,2024,1500m,Female
109,56.07,Ejore-Sanders,2024,1500m,Female
112,56.14,Chepchirchir,2024,1500m,Female
115,56.17,Hiltz,2024,1500m,Female
125,56.35,Muir,2024,1500m,Female
127,56.38,Hiltz,2024,1500m,Female
129,56.4,Hall,2024,1500m,Female
130,56.41,Tsegay,2024,1500m,Female
134,56.54,Hunter Bell,2024,1500m,Female
139,56.57,Ejore-Sanders,2024,1500m,Female
146,56.69,Guillemot,2024,1500m,Female
155,56.75,Johnson,2024,1500m,Female
174,56.99,Hull,2024,1500m,Female
184,57.08,Welteji,2024,1500m,Female
200,57.26,Ejore-Sanders,2024,1500m,Female
200,57.26,Hailu,2024,1500m,Female
208,57.31,Lizakowska,2024,1500m,Female
222,57.44,McGee,2024,1500m,Female
224,57.46,Healy,2024,1500m,Female
231,57.52,St. Pierre,2024,1500m,Female
238,57.61,Mesele,2024,1500m,Female
240,57.62,Welteji,2024,1500m,Female
255,57.75,Pérez,2024,1500m,Female
272,57.87,Cranny,2024,1500m,Female
275,57.88,Hailu,2024,1500m,Female
276,57.89,Muir,2024,1500m,Female
293,58.05,Guillemot,2024,1500m,Female
293,58.05,Chepchirchir,2024,1500m,Female
300,58.08,Walcott-Nolan,2024,1500m,Female
308,58.11,Vissa,2024,1500m,Female
308,58.11,Hunter Bell,2024,1500m,Female
310,58.12,Vissa,2024,1500m,Female
314,58.13,Snowden,2024,1500m,Female
316,58.15,Mesele,2024,1500m,Female
319,58.18,Hailu,2024,1500m,Female
344,58.31,MacLean,2024,1500m,Female
345,58.33,Vissa,2024,1500m,Female
353,58.4,Griffith,2024,1500m,Female
355,58.42,Healy,2024,1500m,Female
363,58.46,Chepchirchir,2024,1500m,Female
377,58.59,Hailu,2024,1500m,Female
382,58.63,Ejore-Sanders,2024,1500m,Female
384,58.64,Kipyegon,2024,1500m,Female
391,58.68,Walcott-Nolan,2024,1500m,Female
393,58.69,Mageean,2024,1500m,Female
416,58.84,Tsegay,2024,1500m,Female
416,58.84,Hall,2024,1500m,Female
421,58.88,Muir,2024,1500m,Female
428,58.91,Muir,2024,1500m,Female
436,58.95,Hunter Bell,2024,1500m,Female
438,58.96,Hall,2024,1500m,Female
442,58.98,Getachew,2024,1500m,Female
445,59.01,Ejore-Sanders,2024,1500m,Female
453,59.04,Griffith,2024,1500m,Female
459,59.06,Alemu,2024,1500m,Female
464,59.08,Guillemot,2024,1500m,Female
481,59.17,Muir,2024,1500m,Female
485,59.19,Battocletti,2024,1500m,Female
491,59.21,Berhe,2024,1500m,Female
493,59.22,Griffith,2024,1500m,Female
493,59.22,Guillemot,2024,1500m,Female
506,59.27,Haylom,2024,1500m,Female
541,59.39,Snowden,2024,1500m,Female
562,59.49,Hunter Bell,2024,1500m,Female
574,59.55,Courtney-Bryant,2024,1500m,Female
583,59.59,Billings,2024,1500m,Female
594,59.63,MacKay,2024,1500m,Female
595,59.64,Hiltz,2024,1500m,Female
597,59.65,Healy,2024,1500m,Female
613,59.69,Tanaka,2024,1500m,Female
614,59.7,Tanaka,2024,1500m,Female
620,59.71,Schlachtenhaufen,2024,1500m,Female
623,59.72,Hall,2024,1500m,Female
625,59.73,Chepkoech,2024,1500m,Female
625,59.73,Welteji,2024,1500m,Female
630,59.74,Guerrero,2024,1500m,Female
630,59.74,St. Pierre,2024,1500m,Female
632,59.75,Courtney-Bryant,2024,1500m,Female
634,59.76,MacKay,2024,1500m,Female
650,59.83,Muir,2024,1500m,Female
655,59.84,Muir,2024,1500m,Female
686,59.95,Kazimierska,2024,1500m,Female
690,59.96,Afonso,2024,1500m,Female
694,59.97,Ejore-Sanders,2024,1500m,Female
717,0.08,MacKay,2024,1500m,Female
728,0.12,Kazimierska,2024,1500m,Female
741,0.17,Meshesha,2024,1500m,Female
751,0.19,Mesele,2024,1500m,Female
757,0.21,Kazimierska,2024,1500m,Female
758,0.22,Ejore-Sanders,2024,1500m,Female
759,0.23,O'Sullivan,2024,1500m,Female
763,0.24,Snowden,2024,1500m,Female
775,0.29,Hunter Bell,2024,1500m,Female
783,0.31,Marqués,2024,1500m,Female
792,0.34,Tanaka,2024,1500m,Female
814,0.41,Hunter Bell,2024,1500m,Female
814,0.41,Billings,2024,1500m,Female
814,0.41,Walcott-Nolan,2024,1500m,Female
819,0.42,Hailu,2024,1500m,Female
819,0.42,Hiltz,2024,1500m,Female
824,0.43,Johnson,2024,1500m,Female
824,0.43,Walcott-Nolan,2024,1500m,Female
828,0.44,Alemu,2024,1500m,Female
833,0.45,Billings,2024,1500m,Female
901,0.64,Muir,2024,1500m,Female
910,0.67,Johnson,2024,1500m,Female
923,0.69,Vissa,2024,1500m,Female
933,0.71,Hall,2024,1500m,Female
946,0.74,Kipyegon,2024,1500m,Female
951,0.77,Muir,2024,1500m,Female
972,0.84,Hull,2024,1500m,Female
991,0.89,Snowden,2024,1500m,Female
1037,1.01,Muir,2024,1500m,Female
1063,1.09,Ejore-Sanders,2024,1500m,Female
1093,1.18,Ann McGee,2024,1500m,Female
1100,1.19,Chepchirchir,2024,1500m,Female
1129,1.25,Mesele,2024,1500m,Female
1134,1.26,Vanderelst,2024,1500m,Female
1139,1.27,Tsegay,2024,1500m,Female
1184,1.39,Hull,2024,1500m,Female
1188,1.4,Hiltz,2024,1500m,Female
1220,1.44,Tanaka,2024,1500m,Female
1238,1.47,Haylom,2024,1500m,Female
1241,1.48,Pérez,2024,1500m,Female
1266,1.54,Lizakowska,2024,1500m,Female
1287,1.6,Marqués,2024,1500m,Female
1328,1.68,Johnson,2024,1500m,Female
1333,1.69,Getachew,2024,1500m,Female
1438,1.89,Kazimierska,2024,1500m,Female
1440,1.9,Marqués,2024,1500m,Female
1452,1.94,Guerrero,2024,1500m,Female
1471,1.97,Hall,2024,1500m,Female
1475,1.98,Mageean,2024,1500m,Female
1501,2.03,MacKay,2024,1500m,Female
1510,2.05,Guillemot,2024,1500m,Female
1510,2.05,Cavalli,2024,1500m,Female
1525,2.09,Jones,2024,1500m,Female
1525,2.09,MacLean,2024,1500m,Female
1525,2.09,McGee,2024,1500m,Female
1550,2.12,Healy,2024,1500m,Female
1565,2.14,St. Pierre,2024,1500m,Female
1584,2.2,Ramsden,2024,1500m,Female
1603,2.22,Stafford,2024,1500m,Female
1659,2.32,Stafford,2024,1500m,Female
1680,2.35,Hall,2024,1500m,Female
1691,2.37,Jones,2024,1500m,Female
1717,2.42,Walcott-Nolan,2024,1500m,Female
1739,2.46,MacKay,2024,1500m,Female
1739,2.46,Cavalli,2024,1500m,Female
1754,2.49,MacLean,2024,1500m,Female
1774,2.54,Gateri,2024,1500m,Female
1785,2.56,Cranny,2024,1500m,Female
1790,2.57,Reekie,2024,1500m,Female
1794,2.58,Ramsden,2024,1500m,Female
1794,2.58,Morgan USA,2024,1500m,Female
1805,2.6,Cavalli,2024,1500m,Female
1826,2.64,MacLean,2024,1500m,Female
1826,2.64,Muir,2024,1500m,Female
1834,2.65,Stafford,2024,1500m,Female
1848,2.67,Chepchirchir,2024,1500m,Female
1858,2.68,Schlachtenhaufen,2024,1500m,Female
1862,2.69,Griffith,2024,1500m,Female
1868,2.7,Hull,2024,1500m,Female
1876,2.71,Aplachkina,2024,1500m,Female
1899,2.75,Guerrero ESP,2024,1500m,Female
1917,2.78,Wiley,2024,1500m,Female
1925,2.79,Congdon,2024,1500m,Female
1925,2.79,Schweizer USA,2024,1500m,Female
1925,2.79,Ann McGee,2024,1500m,Female
1936,2.8,Desta,2024,1500m,Female
1936,2.8,Pérez,2024,1500m,Female
1957,2.83,Ramsden,2024,1500m,Female
2003,2.91,Healy,2024,1500m,Female
2009,2.92,Wiley,2024,1500m,Female
2031,2.96,Hollingsworth,2024,1500m,Female
2031,2.96,Ann McGee,2024,1500m,Female
2046,2.98,Muir,2024,1500m,Female
2056,3.0,Zenoni,2024,1500m,Female
2119,3.08,Cranny,2024,1500m,Female
2150,3.11,Desta,2024,1500m,Female
2150,3.11,Haylom,2024,1500m,Female
2170,3.15,Lizakowska,2024,1500m,Female
2170,3.15,Guerrero,2024,1500m,Female
2225,3.22,Meshesha,2024,1500m,Female
2225,3.22,St. Pierre,2024,1500m,Female
2236,3.24,Chepchirchir,2024,1500m,Female
2309,3.35,Vissa ITA,2024,1500m,Female
2320,3.36,Guillemot,2024,1500m,Female
2320,3.36,Muir,2024,1500m,Female
2357,3.41,Jones,2024,1500m,Female
2361,3.42,Girma,2024,1500m,Female
2385,3.45,Wiley,2024,1500m,Female
2389,3.46,Pérez,2024,1500m,Female
2411,3.49,Kazimierska,2024,1500m,Female
2417,3.5,Battocletti,2024,1500m,Female
2417,3.5,Courtney-Bryant,2024,1500m,Female
2466,3.55,Plocinska,2024,1500m,Female
2489,3.58,Courtney-Bryant,2024,1500m,Female
2496,3.59,Cavalli,2024,1500m,Female
2543,3.65,Gear USA,2024,1500m,Female
2543,3.65,Lobun,2024,1500m,Female
2558,3.68,Griffith,2024,1500m,Female
2603,3.72,Hunter Bell,2024,1500m,Female
2603,3.72,Guerrero,2024,1500m,Female
2612,3.73,O'Sullivan,2024,1500m,Female
2659,3.78,Jones,2024,1500m,Female
2701,3.83,Alemu,2024,1500m,Female
2733,3.87,Stafford CAN,2024,1500m,Female
2748,3.89,Hall,2024,1500m,Female
2758,3.9,Marqués ESP,2024,1500m,Female
2797,3.95,Hollingsworth AUS,2024,1500m,Female
2829,3.99,Walcott-Nolan,2024,1500m,Female
2866,4.04,Plocinska,2024,1500m,Female
2949,4.14,Jones,2024,1500m,Female
3007,4.2,Guerrero,2024,1500m,Female
3037,4.23,Jebitok,2024,1500m,Female
3049,4.24,Weßel,2024,1500m,Female
3069,4.26,Stafford,2024,1500m,Female
3081,4.27,Guillemot,2024,1500m,Female
3081,4.27,Hiltz USA,2024,1500m,Female
3091,4.28,Ramsden NZL,2024,1500m,Female
3091,4.28,Tanaka,2024,1500m,Female
3181,4.37,Damink,2024,1500m,Female
3229,4.42,Afonso,2024,1500m,Female
3248,4.44,Aragon USA,2024,1500m,Female
3260,4.45,Hollingsworth,2024,1500m,Female
3260,4.45,Ennaoui,2024,1500m,Female
3260,4.45,Jones,2024,1500m,Female
3301,4.5,Ngarambe,2024,1500m,Female
3367,4.58,Marqués,2024,1500m,Female
3373,4.59,Koster,2024,1500m,Female
3433,4.65,Andrews USA,2024,1500m,Female
3444,4.66,Billings,2024,1500m,Female
3444,4.66,Mageean,2024,1500m,Female
3477,4.7,Ejore-Sanders,2024,1500m,Female
3505,4.73,Del Buono,2024,1500m,Female
3516,4.74,Vissa,2024,1500m,Female
3538,4.76,Blomqvist,2024,1500m,Female
3558,4.78,Deeksha IND,2024,1500m,Female
3570,4.79,Vanderelst,2024,1500m,Female
3570,4.79,Schlachtenhaufen,2024,1500m,Female
3570,4.79,Kipyegon KEN 10.01.94,2024,1500m,Female
3616,4.83,Hassan,2024,1500m,Female
3709,4.91,Ann McGee,2024,1500m,Female
3737,4.94,Embaye,2024,1500m,Female
3737,4.94,Pérez,2024,1500m,Female
3781,4.98,Flockhart,2024,1500m,Female
1,48.68,Kipyegon,2025,1500m,Female
8,50.62,Tsegay,2025,1500m,Female
18,52.15,Kipyegon,2025,1500m,Female
23,52.67,Hull,2025,1500m,Female
52,54.73,Chebet,2025,1500m,Female
53,54.75,Tsegay,2025,1500m,Female
55,54.76,Hunter Bell,2025,1500m,Female
59,54.92,Ewoi,2025,1500m,Female
69,55.16,Hull,2025,1500m,Female
73,55.25,Chepchirchir,2025,1500m,Female
90,55.64,Hull,2025,1500m,Female
100,55.94,Hiltz,2025,1500m,Female
101,55.96,Hiltz,2025,1500m,Female
104,56.0,Hunter Bell,2025,1500m,Female
110,56.1,Hiltz,2025,1500m,Female
122,56.3,Hailu,2025,1500m,Female
124,56.33,Hall,2025,1500m,Female
128,56.39,Hall,2025,1500m,Female
157,56.79,Haylom,2025,1500m,Female
168,56.93,Johnson,2025,1500m,Female
174,56.99,Chepchirchir,2025,1500m,Female
178,57.02,Chepchirchir,2025,1500m,Female
178,57.02,Hull,2025,1500m,Female
184,57.08,Hiltz,2025,1500m,Female
193,57.15,Healy,2025,1500m,Female
195,57.2,Healy,2025,1500m,Female
210,57.33,Hailu,2025,1500m,Female
213,57.35,Chepchirchir,2025,1500m,Female
222,57.44,Hall,2025,1500m,Female
228,57.5,Haylom,2025,1500m,Female
241,57.63,Hall,2025,1500m,Female
241,57.63,Muir,2025,1500m,Female
249,57.72,Berhe,2025,1500m,Female
254,57.74,Hailu,2025,1500m,Female
262,57.79,MacLean,2025,1500m,Female
263,57.8,Johnson,2025,1500m,Female
279,57.91,MacKay,2025,1500m,Female
282,57.95,Mesele,2025,1500m,Female
282,57.95,Healy,2025,1500m,Female
282,57.95,Kazimierska,2025,1500m,Female
292,58.04,Chepchirchir,2025,1500m,Female
293,58.05,Ejore-Sanders,2025,1500m,Female
296,58.06,Hunter Bell,2025,1500m,Female
301,58.09,Malbranque,2025,1500m,Female
315,58.14,Tsegay,2025,1500m,Female
316,58.15,Battocletti,2025,1500m,Female
333,58.25,Griffith,2025,1500m,Female
340,58.29,Guillemot,2025,1500m,Female
347,58.36,Hull,2025,1500m,Female
361,58.44,Mesele,2025,1500m,Female
361,58.44,Guillemot,2025,1500m,Female
369,58.54,Pérez,2025,1500m,Female
386,58.65,Ejore-Sanders,2025,1500m,Female
395,58.7,Hall,2025,1500m,Female
448,59.02,Pérez,2025,1500m,Female
459,59.06,Madeleiene,2025,1500m,Female
473,59.13,Pérez,2025,1500m,Female
475,59.14,Healy,2025,1500m,Female
478,59.16,Zenoni,2025,1500m,Female
481,59.17,Healy,2025,1500m,Female
485,59.19,Haylom,2025,1500m,Female
493,59.22,Pérez,2025,1500m,Female
500,59.24,Billings,2025,1500m,Female
502,59.25,Ewoi,2025,1500m,Female
506,59.27,Healy,2025,1500m,Female
523,59.32,Caldwell,2025,1500m,Female
523,59.32,Afonso,2025,1500m,Female
531,59.35,MacLean,2025,1500m,Female
542,59.4,García,2025,1500m,Female
545,59.42,Reekie,2025,1500m,Female
547,59.43,MacLean,2025,1500m,Female
551,59.45,Guerrero,2025,1500m,Female
556,59.48,Johnson,2025,1500m,Female
556,59.48,Ejore-Sanders,2025,1500m,Female
562,59.49,Sabbatini,2025,1500m,Female
597,59.65,Kazimierska,2025,1500m,Female
597,59.65,DeBues-Stafford,2025,1500m,Female
614,59.7,Haylom,2025,1500m,Female
620,59.71,MacLean,2025,1500m,Female
625,59.73,Ejore-Sanders,2025,1500m,Female
625,59.73,Guerrero,2025,1500m,Female
665,59.89,Walcott-Nolan,2025,1500m,Female
669,59.9,Healy,2025,1500m,Female
679,59.93,Berhe,2025,1500m,Female
700,0.0,Zenoni,2025,1500m,Female
709,0.06,Meshesha,2025,1500m,Female
725,0.1,Andrews USA,2025,1500m,Female
735,0.14,Amebaw,2025,1500m,Female
744,0.18,Ejore-Sanders,2025,1500m,Female
753,0.2,MacLean,2025,1500m,Female
792,0.34,Kipyegon,2025,1500m,Female
811,0.4,Guillemot,2025,1500m,Female
843,0.47,Afonso,2025,1500m,Female
865,0.54,Hiltz,2025,1500m,Female
865,0.54,MacLean,2025,1500m,Female
870,0.57,Marqués,2025,1500m,Female
903,0.65,Ewoi,2025,1500m,Female
923,0.69,Schlachtenhaufen,2025,1500m,Female
923,0.69,Desta,2025,1500m,Female
933,0.71,Galvydyte,2025,1500m,Female
933,0.71,Zenoni,2025,1500m,Female
978,0.85,Hunter Bell,2025,1500m,Female
999,0.92,Johnson,2025,1500m,Female
1045,1.03,Hailu,2025,1500m,Female
1058,1.08,Johnson,2025,1500m,Female
1068,1.1,Griffith,2025,1500m,Female
1068,1.1,Wallace,2025,1500m,Female
1100,1.19,DeBues-Stafford,2025,1500m,Female
1100,1.19,Pérez,2025,1500m,Female
1119,1.23,Hailu,2025,1500m,Female
1152,1.3,Madeleiene,2025,1500m,Female
1171,1.36,Griffith,2025,1500m,Female
1201,1.41,Berhe,2025,1500m,Female
1232,1.46,Embaye,2025,1500m,Female
1232,1.46,Johnson,2025,1500m,Female
1246,1.49,Guillemot,2025,1500m,Female
1261,1.52,Zenoni,2025,1500m,Female
1266,1.54,Caldwell,2025,1500m,Female
1284,1.59,Wind,2025,1500m,Female
1319,1.65,Hall,2025,1500m,Female
1340,1.7,Lizakowska,2025,1500m,Female
1357,1.73,Hiltz,2025,1500m,Female
1376,1.78,Berhe,2025,1500m,Female
1383,1.79,Galvydyte,2025,1500m,Female
1409,1.82,Guerrero,2025,1500m,Female
1431,1.86,Guerrero,2025,1500m,Female
1483,1.99,Lizakowska,2025,1500m,Female
1483,1.99,Ejore-Sanders,2025,1500m,Female
1488,2.0,DeBues-Stafford,2025,1500m,Female
1498,2.02,Snowden,2025,1500m,Female
1501,2.03,Chamberlain USA,2025,1500m,Female
1510,2.05,Nielsen,2025,1500m,Female
1510,2.05,Guillemot,2025,1500m,Female
1525,2.09,Walcott-Nolan,2025,1500m,Female
1535,2.1,Zenoni,2025,1500m,Female
1546,2.11,Hall,2025,1500m,Female
1550,2.12,O'Sullivan,2025,1500m,Female
1584,2.2,Haylom,2025,1500m,Female
1584,2.2,Guerrero,2025,1500m,Female
1606,2.23,Marqués,2025,1500m,Female
1615,2.25,Desta,2025,1500m,Female
1615,2.25,Walcott-Nolan,2025,1500m,Female
1634,2.28,Walcott-Nolan,2025,1500m,Female
1646,2.3,Guillemot,2025,1500m,Female
1687,2.36,Afonso,2025,1500m,Female
1696,2.38,Houlihan,2025,1500m,Female
1779,2.55,Kipyegon,2025,1500m,Female
1826,2.64,Guerrero,2025,1500m,Female
1842,2.66,Madeleiene,2025,1500m,Female
1848,2.67,Healy,2025,1500m,Female
1890,2.74,Wallace,2025,1500m,Female
1910,2.77,Zenoni,2025,1500m,Female
1925,2.79,Current,2025,1500m,Female
1944,2.81,Galvydyte,2025,1500m,Female
1957,2.83,Pérez,2025,1500m,Female
1967,2.84,Wallace,2025,1500m,Female
1984,2.88,Hall,2025,1500m,Female
2003,2.91,Plourde CAN,2025,1500m,Female
2009,2.92,Wallace,2025,1500m,Female
2015,2.93,Billings,2025,1500m,Female
2042,2.97,van Es,2025,1500m,Female
2050,2.99,Sabbatini,2025,1500m,Female
2103,3.06,Current,2025,1500m,Female
2170,3.15,Hiltz,2025,1500m,Female
2246,3.26,Kazimierska POL,2025,1500m,Female
2260,3.28,Lizakowska,2025,1500m,Female
2280,3.31,Cranny,2025,1500m,Female
